"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Modular System Management Software Reference Architecture (EWSPMan) for Airborne Electronic Warfare Self-Protection Systems","M. Dursun; M. Salman","REHIS, Aselsan Inc., Ankara, Turkey; REHIS, Aselsan Inc., Ankara, Turkey",2023 IEEE/AIAA 42nd Digital Avionics Systems Conference (DASC),"10 Nov 2023","2023","","","1","6","In this paper, we present a modular reference software architecture (EWSPMan) for Electronic Warfare Self-Protection Systems which decouples platform dependencies and system requirements to bound the software complexity and increase scalability and flexibility. EWSPMan depends on FACE combined with IMA to manage the Electronic Warfare Self-Protection Systems.","2155-7209","979-8-3503-3357-2","10.1109/DASC58513.2023.10311135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10311135","MOSA;Airborne Electronic Warfare Self-Protection Systems;IMA;Software Architecture","Electronic warfare;Software architecture;Scalability;Redundancy;Computer architecture;Software product lines;Complexity theory","","1","","12","IEEE","10 Nov 2023","","","IEEE","IEEE Conferences"
"A Decentralized Approach to Architecture-Based Self-Protecting Software Systems","J. Porter; E. Albassam","Department of Computer Science and Information Systems, University of North Georgia, Dahlonega, USA; Department of Computer Science, King Abdulaziz University, Jeddah, Saudi Arabia",2020 10th Annual Computing and Communication Workshop and Conference (CCWC),"12 Mar 2020","2020","","","0169","0175","Architecture-based self-protection (ABSP) allows for the detection and mitigation of security threats informed by an architectural representation of the system maintained at runtime. This approach to self-protection has proven very effective through the ability at the architectural level to reason about the impact of a potential security threat, assess the overall security of a system and achieve defense in depth. However, existing methods to ABSP are centralized resulting in a single point of failure of the self-protecting subsystem. This paper describes a decentralized approach to ABSP based on DARE, an existing decentralized architecture-based framework for providing self-configuration and self-healing within distributed software systems. This paper examines how DARE was extended to provide self-protection capabilities and describes the detailed experimental validation of its approach. The experimental results illustrate DARE's decentralized capability of dynamically providing self-protection within a distributed software system.","","978-1-7281-3783-4","10.1109/CCWC47524.2020.9031205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9031205","self-protection;architecture-based self-protection;self-adaptation;dynamic software adaptation;autonomic computing;architecture discovery;recovery and adaptation connectors","Computer architecture;Software architecture;Software systems;Security;Runtime;Connectors","","2","","14","IEEE","12 Mar 2020","","","IEEE","IEEE Conferences"
"Civil Aircraft Auto Brake System Development Using Model-Based Systems Engineering","X. Zhang; S. Zhang; J. Yan","College of of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of of Automation Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China",2021 China Automation Congress (CAC),"14 Mar 2022","2021","","","400","405","Civil aircraft auto brake system development based on Model-Based Systems Engineering(MBSE) technology is proposed in this paper. After requirements analysis, functional analysis and architecture synthesis three phases, use case model, function analysis model, tradeoff model and logical architecture of system are established in Rhapsody using Systems Modeling Language(SysML). Then a collaborative simulation mechanism combining Rhapsody/Simulink model is proposed to solve the defect that SysML can’t describe the continuous behavior of system. Collaborative simulation enables system designers to carry out comprehensive and timely verification of dynamic behavior and correctness of modeling by simulating the overall composition which greatly improves the efficiency and accuracy of development.","2688-0938","978-1-6654-2647-3","10.1109/CAC53003.2021.9728152","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9728152","MBSE;Civil aircraft auto brake system;SysML;Rhapsody;Collaborative simulation","Analytical models;Atmospheric modeling;Collaboration;Systems architecture;Systems modeling;Functional analysis;Brakes","","","","15","IEEE","14 Mar 2022","","","IEEE","IEEE Conferences"
"A Verification Algorithm for the Automatic Topology Discovery of the Adaptive Avionics Platform","B. Schulz; B. Annighöfer","Institut für Luftfahrtsysteme, Universität Stuttgart, Stuttgart, Deutschland; Institut für Luftfahrtsysteme, Universität Stuttgart, Stuttgart, Deutschland",2018 IEEE/AIAA 37th Digital Avionics Systems Conference (DASC),"9 Dec 2018","2018","","","1","7","This paper introduces the concept, development and realisation of a topology verification algorithm for the autonomous topology discovery mechanism of the Adaptive Avionics Platform (AAP). The AAP is a fault-tolerant and self-configuring general-purpose avionics platform. An AAP instance is built from a set of generic hard- and software components, which can be combined to avionic systems of arbitrary extent, similar to Integrated Modular Avionics. It configures automatically during an organisation phase, based on information received through the topology discovery step. During this topology discovery, the topology of hardware components and physical connections is detected. Since the organisation phase is conducted without human interaction, errors during the topology discovery could solely be detected manually after the completion of the organisation phase. The objective of the topology verification algorithm is to verify discovered system topologies against expected topologies. This additional verification step guarantees an exact match of composed real-world system architectures with expected target architectures. In case of topology deviations, they are visualised as well as tracked to their respective error sources. Moreover, the verification algorithm shall enable the possibility to run automatic verification scenarios for a variety of different system topologies for automatic validation of the topology discovery mechanism. The implementation of the topology verification algorithm on an Adaptive Cabin Management System demonstrator shows that it is able to reliably evaluate if an auto-detected topology is congruent to an expected topology and provide a distinct method for the verification of the AAP.","2155-7209","978-1-5386-4112-5","10.1109/DASC.2018.8569268","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569268","adaptive avionics;verification algorithm;topology discovery;self-configuration;model-based;autonomic computing","Topology;Aerospace electronics;Hardware;Computer architecture;Software;Software algorithms;Systems architecture","","3","","10","IEEE","9 Dec 2018","","","IEEE","IEEE Conferences"
"Towards Self-Adaptation on Real-World Hardware: A Preliminary Lightweight Programming Framework","H. Tsuda; H. Nakagawa; T. Tsuchiya","Graduate School of Information Science and Technology, Osaka University, Suita, Japan; Graduate School of Information Science and Technology, Osaka University, Suita, Japan; Graduate School of Information Science and Technology, Osaka University, Suita, Japan",2015 IEEE 9th International Conference on Self-Adaptive and Self-Organizing Systems,"29 Oct 2015","2015","","","176","177","Self-adaptive systems can adapt to environmental changes. In spite of many studies of self-adaptive systems, there are few implementations of them on real-world hardware. One of the main reasons for this is that the existing programming frameworks do not pay enough attention to the constraints on real-world hardware. In this study, we focus on an adaptation mechanism for real-world embedded systems and present a preliminary programming framework to implement self-adaptive embedded systems. As a case study we build a self-adaptive system using our framework on LEGO Mind storms EV3 to demonstrate the feasibility of our framework.","1949-3681","978-1-4673-7535-1","10.1109/SASO.2015.33","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7306615","self-adaptive systems;embedded systems;control loop;programming framework","Vehicles;Embedded systems;Image color analysis;Hardware;Programming;Acoustics","","3","","6","IEEE","29 Oct 2015","","","IEEE","IEEE Conferences"
"FAR: A 4.12μW ferro-electric auto-recovery for battery-less BSN SoCs","F. B. Yahya; C. J. Lukas; B. H. Calhoun; S. Bartling","University of Virginia, Charlottesville, VA, USA; University of Virginia, Charlottesville, VA, USA; University of Virginia, Charlottesville, VA, USA; Texas Instruments, Austin, TX, USA",2017 IEEE Biomedical Circuits and Systems Conference (BioCAS),"29 Mar 2018","2017","","","1","4","This paper presents a Ferro-electric Auto-Recovery (FAR) sub-system designed to support a battery-less body sensor node (BSN) system-on-chip (SoC). FAR enables this type of SoCs to recover from power loss when energy harvesting conditions are poor. It is designed to minimize the power consumption during recovery through architectural optimizations to reduce the number of required accesses to the memory and by introducing a specialized cold-boot bus that speeds-up the transfer of information to the SoC. The bus enables the integration of FAR and the SoC in a compact system-in-package (SiP) to reduce the overall system's form-factor and enable its use in BSNs. FAR has a 2KB boot-up memory to hold the programming code and a 16B backup memory to hold critical data (such as average heart rate and afib events). The proposed architecture allows recovery within a maximum of 64.8ms while consuming 4.12uW. Assuming one recovery per hour (pessimistic), FAR consumes on average 74.1pW.","","978-1-5090-5803-7","10.1109/BIOCAS.2017.8325082","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8325082","Ferro-electric memory;self-powered;battery-less;system-on-chip;system-in-package;cold-boot","Power demand;Programming;Nonvolatile memory;Clocks;Memory management;Monitoring;Random access memory","","2","","9","IEEE","29 Mar 2018","","","IEEE","IEEE Conferences"
"Challenges with Providing Reliability Assurance for Self-Adaptive Cyber-Physical Systems","S. Riaz; S. Kabir; F. Campean; G. Mokryani; C. Dao; J. A. Marquez; M. Ahmad A. Al-Ja’Afreh","Faculty of Engineering and Informatics, University of Bradford, UK; Faculty of Engineering and Informatics, University of Bradford, UK; Faculty of Engineering and Informatics, University of Bradford, UK; Faculty of Engineering and Informatics, University of Bradford, UK; Faculty of Engineering and Informatics, University of Bradford, UK; Faculty of Engineering and Informatics, University of Bradford, UK; Faculty of Engineering and Informatics, University of Bradford, UK",2022 6th International Conference on System Reliability and Safety (ICSRS),"21 Mar 2023","2022","","","394","399","Self-adaptive systems are evolving systems that can adjust their behaviour to accommodate dynamic requirements or to better serve the goal. These systems can vary in their architecture, operation, or adaptive strategies based on the application. Moreover, the evaluation can happen in different ways depending on system architecture and its requirements. Self-adaptive systems can be prone to situations like adaptation faults, inconsistencies in context or low performance on tasks due to their dynamism and complexity. That is why it is important to have reliability assurance of the system to monitor such situations which can compromise the system functionality. In this paper, we provide a brief background on different types of self-adaptive systems and various ways a system can evolve. We discuss the different mechanisms that have been applied in the last two decades for reliability evaluation of such systems and identify challenges and limitations as research opportunities related to the self-adaptive system’s reliability evaluation.","","978-1-6654-7092-6","10.1109/ICSRS56243.2022.10067782","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10067782","reliability;self-adaptive systems;reconfigurable systems;fault tolerance","Uncertainty;Automation;Adaptive systems;Systems architecture;Cyber-physical systems;Reliability engineering;Complexity theory","","2","","47","IEEE","21 Mar 2023","","","IEEE","IEEE Conferences"
"Method of modification of self-adaptive software systems based on ontology","D. Fedasyuk; I. Lutsyk","Software Department, Lviv Polytechnic National University, Lviv, Ukraine; Software Department, Lviv Polytechnic National University, Lviv, Ukraine","2022 IEEE 16th International Conference on Advanced Trends in Radioelectronics, Telecommunications and Computer Engineering (TCSET)","9 May 2022","2022","","","530","533","The approaches and methods of implementing self-adaptive software systems have been analyzed. Based on the assessment of the scientific problem, an ontological model of self-adaptive systems has been designed. The constructed model allows to take into account specifics of the subject area during system adaptation. The method of modification of functional characteristics and graphic interface of self-adaptive systems based on ontology is proposed. The developed method allows to generate personalized settings with the possibility of further adapting the system based on the information about user needs, new requirements, and the runtime environment. The use of the ontological model and the adaptation method have been analyzed, and the directions for their improvement have been determined.","","978-1-6654-6861-9","10.1109/TCSET55632.2022.9766856","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9766856","ontological model;self-adaptive software;adaptation process;modification of system components","Graphics;Couplings;Adaptation models;Runtime environment;Conferences;Semantics;Ontologies","","3","","12","IEEE","9 May 2022","","","IEEE","IEEE Conferences"
"Modeling and simulation of auto throttle control system based on Simulink","J. Ke; B. He; X. Zhang; C. Jin; K. Feng","Shanghai Aircraft Design and Research Institute, Shanghai, China; Shanghai Aircraft Design and Research Institute, Shanghai, China; Shanghai Aircraft Design and Research Institute, Shanghai, China; Shanghai Aircraft Design and Research Institute, Shanghai, China; Shanghai Aircraft Design and Research Institute, Shanghai, China",2022 4th International Academic Exchange Conference on Science and Technology Innovation (IAECST),"17 Mar 2023","2022","","","1554","1559","According to the control principle and structural characteristics of the civil aircraft throttle control system, a servo motor control mathematical model is proposed for the automatic throttle control system of civil aircraft. On this basis, the model is established and simulated using the modular modeling method by Simulink software, and the AFCC command calculation, automatic throttle PID calculation, servo motor control, throttle lever angle and N1 corresponding relationship are analyzed. The simulation results show that the model can execute the auto throttle function according to the control command, providing a platform for the requirements validation, control logic, architecture design and parameter selection of the auto throttle control system.","","979-8-3503-2000-8","10.1109/IAECST57965.2022.10062099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062099","auto throttle;control system;Simulink model","Motor drives;Analytical models;Software packages;Atmospheric modeling;Computer architecture;Control systems;Mathematical models","","","","5","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Self-Organised Embellishment of 3D Printed Scaffolds for the Production of Co-occupied Architectural Boundaries","A. Ilgun; P. Ayres","CITA Studio, School of Architecture Copenhagen; CITA Studio, School of Architecture Copenhagen",2016 IEEE 1st International Workshops on Foundations and Applications of Self* Systems (FAS*W),"19 Dec 2016","2016","","","143","144","We report upon a speculative architectural design project that investigates a hybrid construction method in which computationally designed 3D printed scaffolds are embellished by the self-organised construction of social insects - specifically bees. The project aims to explore how to couple processes of designed construction with those of self-organised construction, thereby leveraging the potential for an architecture to exhibit continual adaptation through construction. The project develops through digital and physical experimentation to establish critical design, fabrication and performance criteria. We briefly describe experiments and results related to the two modes of construction - 3D printing and self-organised deposition of honeycomb. We also describe the computationally led design workflow that incorporates the consideration of structural performance. Finally, we outline further work suggested from this initial enquiry.","","978-1-5090-3651-6","10.1109/FAS-W.2016.41","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7789457","Architecture;Bees;3D Filament Printing;Computational Design;Coupling Design & Self-organisation","Three-dimensional displays;Computer architecture;Couplings;Insects;Printing;Context","","1","","5","IEEE","19 Dec 2016","","","IEEE","IEEE Conferences"
