"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"F., Chang, Fangfang; Y., Wang, Yuheng; J., Zhang, Jie; T., Tu, Tao; H., Luo, Huiying; H., Huang, Huoqing; Y., Bai, Yingguo; X., Qin, Xing; Y., Wang, Yaru; B., Yao, Bin","Chang, Fangfang (58171691100); Wang, Yuheng (57210009860); Zhang, Jie (58298960100); Tu, Tao (54909825200); Luo, Huiying (9745685700); Huang, Huoqing (15020726900); Bai, Yingguo (9744419400); Qin, Xing (56651055600); Wang, Yaru (9747540500); Yao, Bin (35231782800)","58171691100; 57210009860; 58298960100; 54909825200; 9745685700; 15020726900; 9744419400; 56651055600; 9747540500; 35231782800","Efficient production of γ-aminobutyric acid using engineered Escherichia coli whole-cell catalyst","2024","Enzyme and Microbial Technology","174","","110379","","","0","7","10.1016/j.enzmictec.2023.110379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179886769&doi=10.1016%2Fj.enzmictec.2023.110379&partnerID=40&md5=ddacc6eb53da77c71b1baab7bb83659a","γ-Aminobutyric acid (GABA) has been widely used in the food, feed, pharmaceutical, and chemical industry fields. Previously, we developed a whole-cell catalyst capable of converting L-glutamate (L-Glu) into GABA by overexpressing the glutamate decarboxylase gene (gadz11) from Bacillus sp. Z11 in Escherichia coli BL21(DE3). However, to enhance cell permeability, a freeze-thaw treatment is required, and to enhance GADZ11 activity, pyridoxal 5′-phosphate (PLP) must be added to the reaction system. The aim of this study is to provide a more efficient approach for GABA production by engineering the recombinant E. coli above. First, the inducible expression conditions of the gadz11 in E. coli were optimized to 37 °C for 6 h. Next, an ideal engineered strain was produced via increasing cell permeability by overexpressing sulA and eliminating PLP dependence by constructing a self-sufficient system. Furthermore, an efficient whole-cell biocatalytic process was optimized. The optimal substrate concentration, cell density, and reaction temperature were 1.0 mol/L (the molecular ratio of L-Glu to L-monosodium glutamate (L-MSG) was 4:1), 15 and 37 °C, respectively. Finally, a whole-cell bioconversion procedure was performed in a 3-L bioreactor under optimal conditions. The strain could be reused for at least two cycles with GABA yield, productivity and conversion ratio of 206.2 g/L, 117.8 g/L/h and 100.0%, respectively. This is currently the highest GABA productivity from a mixture of L-Glu and L-MSG reported without the addition of cofactors or additional treatment of cells. This work demonstrates that the novel engineered E. coli strain has the potential for application in large-scale industrial GABA production. © 2023 Elsevier B.V., All rights reserved.","Cell Permeability; Escherichia Coli; Plp Self-sufficient System; Whole-cell Bioconversion; Γ-aminobutyric Acid; 4 Aminobutyric Acid; Arabinose; Glutamate Decarboxylase; Glutamate Sodium; Glutamic Acid; Pyridoxal 5 Phosphate; Gamma-aminobutyric Acid; Glutamate Decarboxylase; Pyridoxal Phosphate; Sodium Glutamate; Amino Acids; Bacteriology; Bioconversion; Catalysts; Cells; Chemical Industry; Cytology; Cell Permeability; E. Coli; L-glutamate; Monosodium Glutamate; Pyridoxal 5′-phosphate; Pyridoxal 5′-phosphate Self-sufficient System; Whole Cell; Whole-cell Bioconversion; Whole-cell Catalysts; Γ-aminobutyric Acid; Escherichia Coli; 4 Aminobutyric Acid; Arabinose; Glutamate Decarboxylase; Glutamate Sodium; Glutamic Acid; Pyridoxal 5 Phosphate; Article; Bacillus; Biocatalysis; Biocatalyst; Biosynthesis; Biotransformation; Catalyst; Cell Density; Cell Division; Cell Membrane Permeability; Controlled Study; Crispr-cas9 System; Downstream Processing; Enzyme Activity; Fluorescence Intensity; Freeze Thawing; Gadz11 Gene; Gene; Nonhuman; Polyacrylamide Gel Electrophoresis; Productivity; Reaction Temperature; Substrate Concentration; Whole Cell; Genetics; Metabolism; Gamma-aminobutyric Acid; Glutamate Decarboxylase; Pyridoxal Phosphate; Sodium Glutamate","Amino acids; Bacteriology; Bioconversion; Catalysts; Cells; Chemical industry; Cytology; Cell permeability; E. coli; L-glutamate; Monosodium glutamate; Pyridoxal 5′-phosphate; Pyridoxal 5′-phosphate self-sufficient system; Whole cell; Whole-cell bioconversion; Whole-cell catalysts; γ-Aminobutyric acid; Escherichia coli; 4 aminobutyric acid; arabinose; glutamate decarboxylase; glutamate sodium; glutamic acid; pyridoxal 5 phosphate; Article; Bacillus; biocatalysis; biocatalyst; biosynthesis; biotransformation; catalyst; cell density; cell division; cell membrane permeability; controlled study; CRISPR-CAS9 system; downstream processing; enzyme activity; fluorescence intensity; freeze thawing; gadz11 gene; gene; nonhuman; polyacrylamide gel electrophoresis; productivity; reaction temperature; substrate concentration; whole cell; genetics; metabolism; gamma-Aminobutyric Acid; Glutamate Decarboxylase; Pyridoxal Phosphate; Sodium Glutamate","Article","Final","","Scopus","2-s2.0-85179886769"
"Z., Wang, Zhen; K., Fan, Kangqi; S., Zhao, Shizhong; S., Wu, Shuxin; X., Zhang, Xuan; K., Zhai, Kangjia; Z., Li, Zhiqi; H., He, Hua","Wang, Zhen (59649984400); Fan, Kangqi (9334619000); Zhao, Shizhong (58316344100); Wu, Shuxin (57923484500); Zhang, Xuan (57226171402); Zhai, Kangjia (58668439700); Li, Zhiqi (55621189000); He, Hua (58122084500)","59649984400; 9334619000; 58316344100; 57923484500; 57226171402; 58668439700; 55621189000; 58122084500","Archery-inspired catapult mechanism with controllable energy release for efficient ultralow-frequency energy harvesting","2024","Applied Energy","356","","122400","","","0","11","10.1016/j.apenergy.2023.122400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181731104&doi=10.1016%2Fj.apenergy.2023.122400&partnerID=40&md5=dd88d16a48d53b5d1682102d8729a24d","Ultralow-frequency (< 5 Hz) vibration energy is abundant in the environment, but its efficient utilization is still highly difficult due to the frequency-mismatch problem encountered by the vibratory energy harvesters and the slow rotation of rotary energy harvesters (REHs). To solve this issue, we developed herein a high-performance REH (named AI-REH) based on the archery-inspired catapult mechanism, which breaks through the limitation of the slow vibration source to the REH rotation speed through an innovative magnetic coupling strategy between the vibration source and the AI-REH. By employing an accumulator spring as the energy reservoir, the AI-REH also realizes the accumulation and controllable release of ultralow-frequency vibration energy via the interaction between the magnetic coupling and the elastic force. High-speed kinetic energy can thus be acquired for efficiently powering the rotor, contributing to significantly accelerated rotor speeds and enhanced electric outputs. Compared with the traditional counterpart, the AI-REH achieves 3.6-fold increase in rotor speed, 3.5-fold increase in output voltage and 3.0-fold increase in output power under an ultralow-frequency vibration of 4 Hz. A power backpack was also constructed and tested, which demonstrates the superior capability of the AI-REH in harnessing real ultralow-frequency amplitude-varying vibration energy. The AI-REH proposed in this study provides a new pathway for efficiently exploiting environmental ultralow-frequency vibration energy toward self-sufficient systems with various purposes. © 2024 Elsevier B.V., All rights reserved.","Energy Harvesting; Low-powered Electronics; Motion Modulation; Ultralow-frequency Vibration; Frequency Modulation; Kinetic Energy; Kinetics; Magnetic Couplings; Energy Harvester; Energy Release; Frequency Vibration; Low-powered Electronic; Motion Modulation; Rotor Speed; Ultra Low Frequencies; Ultralow-frequency Vibration; Vibration Energies; Vibration Sources; Energy Harvesting; Electronic Equipment; Energy Efficiency; Kinetic Energy; Vibration","Frequency modulation; Kinetic energy; Kinetics; Magnetic couplings; Energy Harvester; Energy release; Frequency vibration; Low-powered electronic; Motion modulation; Rotor speed; Ultra low frequencies; Ultralow-frequency vibration; Vibration energies; Vibration sources; Energy harvesting; electronic equipment; energy efficiency; kinetic energy; vibration","Article","Final","","Scopus","2-s2.0-85181731104"
"S., Hartig, Sascha; M., Fette, Marc; J.P., Wulfsberg, Jens Peter","Hartig, Sascha (57221433614); Fette, Marc (8254799600); Wulfsberg, Jens Peter (6507805051)","57221433614; 8254799600; 6507805051","Integration of a ChatGPT-Supported Part Vectorizer into the Funnel-Sieve System – Optimization of Computer-Aided Production Planning in Temporarily Self-Sufficient Systems.; Integration eines ChatGPT-gestützten Part Vectorizers in das Trichter-Sieb-Modell Zur Optimierung der rechnergestützten Produktionsplanung für zeitweise autarke Systeme","2024","ZWF Zeitschrift fuer Wirtschaftlichen Fabrikbetrieb","119","1-2","","85","91","0","0","10.1515/zwf-2024-1022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185198591&doi=10.1515%2Fzwf-2024-1022&partnerID=40&md5=c3d44a6b9366f47736536c0dc616b240","The ChatGPT-based Part Vectorizer transforms physical component characteristics into complexity vectors through user interaction, essential for computer-aided planning tools in Additive Manufacturing. The expansion of the Funnel Model by a complexity sieve forms the core of the Funnel-Sieve System, enabling precise production control within a level system. This approach combines AI with advanced planning models to enhance adaptability to changing requirements in temporarily autonomous systems. © 2024 Elsevier B.V., All rights reserved.","Additive Manufacturing; Artificial Intelligence; Complexity Vector; Computer-aided Planning Tools; Funnel Model; Production Management; Production Planning; Additives; Artificial Intelligence; Production Control; Sieves; Complexity Vector; Computer Aided Planning; Computer-aided; Computer-aided Planning Tool; Funnel Model; Planning Tools; Production Management; Production Planning; System Optimizations; Vectorizer; 3d Printing","Additives; Artificial intelligence; Production control; Sieves; Complexity vector; Computer aided planning; Computer-aided; Computer-aided planning tool; Funnel model; Planning tools; Production management; Production Planning; System optimizations; Vectorizer; 3D printing","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85185198591"
"J., Ahlskog, Jonas; O., Lagerspetz, Olli","Ahlskog, Jonas (56469048400); Lagerspetz, Olli (6506116859)","56469048400; 6506116859","The pincer movement of The Idea of a Social Science: Winch, Collingwood, and philosophy as a human science","2024","History of the Human Sciences","37","1","","28","46","0","0","10.1177/09526951231159225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158921201&doi=10.1177%2F09526951231159225&partnerID=40&md5=73e495c429fd5cbe9b43f7333462386f","This article argues that, in order to understand Peter Winch's view of philosophy, it is profitable to read him together with R. G. Collingwood's philosophy of history. Collingwood was both an important source for Winch and a thinker engaged in a closely parallel philosophical pursuit. Collingwood and Winch shared the view that philosophy is an effort to understand the various ways in which human beings make reality intelligible. For both, this called for rapprochement between philosophy and the humanities. Like Collingwood, Winch wanted to reformulate philosophy as a form of human science. Both thinkers advanced a conception of logic where the validity of judgements, propositions, and thought are dependent on their function as instruments in human dialogue. In their treatments of logic, Winch and Collingwood were fleshing out their idea that questions concerning human meaningful behaviour also tie back to the question of what philosophical analysis is about. There is a deep connection between two main issues in both Collingwood's and Winch's writings: on the one hand, the need for ‘internal’ understanding of how human beings relate to reality, and on the other hand, their critique of the idea of logic as a self-sufficient system, external to historically embedded forms of life. At the core of their shared vision there was a comprehensive critique of metaphysical realism. © 2024 Elsevier B.V., All rights reserved.","Human Science; Metaphilosophy; Peter Winch; Philosophy Of History; R. G. Collingwood","","Article","Final","All Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85158921201"
"Z., Peng, Zhiyong; L., Wang, Le; L., Yi, Lei; J., Xu, Jialing; Z., Liu, Zhigang; H., Jin, Hui; B., Chen, Bin; L.J., Guo, Liejin Jin","Peng, Zhiyong (57204479554); Wang, Le (57225162357); Yi, Lei (57200213800); Xu, Jialing (57190373212); Liu, Zhigang (57929502300); Jin, Hui (35746068900); Chen, Bin (56228664400); Guo, Liejin Jin (35109029000)","57204479554; 57225162357; 57200213800; 57190373212; 57929502300; 35746068900; 56228664400; 35109029000","Performance assessment of an energetically self-sufficient system for hydrogen production from oilfield wastewater treated by supercritical water gasification","2024","International Journal of Hydrogen Energy","53","","","907","918","0","17","10.1016/j.ijhydene.2023.11.315","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178559820&doi=10.1016%2Fj.ijhydene.2023.11.315&partnerID=40&md5=d17503744c2233aa12f2ce55b461d17a","Oilfield wastewater with high moisture content can be efficiently treated by supercritical water gasification (SCWG) technology to produce hydrogen. This paper conducted a thermodynamic and environmental analysis of the oilfield wastewater SCWG system to provide optimization strategies. The waste heat utilization technology can enhance the heat integration of the system to reduce the exergy destruction and increase the H<inf>2</inf> yield. Sensitivity analysis showed that a ratio of preheating water to emulsion 3 can promote water-sensitive reactions to produce H<inf>2</inf> and save the H<inf>2</inf> needed to maintain the energetically self-sufficient system. Low system pressures, high feedstock preheating temperatures, and low oxidation reactor temperatures can reduce system energy destruction to obtain high H<inf>2</inf> yield and system efficiency. Meantime, the developed SCWG system has the potential to achieve natural enrichment of greenhouse gases after the H<inf>2</inf> separation has been completed. The use of waste heat utilization technology and carbon capture and storage (CCS) technology is expected to increase system efficiency to 53.43 % and reduce global warming potential (GWP) of 5.52 kg CO<inf>2</inf>-eq/kg H<inf>2</inf>. This work would be of great value to the process design and optimization for the SCWG system of oilfield wastewater. © 2023 Elsevier B.V., All rights reserved.","Hydrogen; Life Cycle Assessment; Oilfield Wastewater; Supercritical Water Gasification; Thermodynamic Analysis; Carbon Capture; Emulsification; Gasification; Greenhouse Gases; Hydrogen Production; Oil Well Flooding; Sensitivity Analysis; Thermoanalysis; Waste Heat; Waste Heat Utilization; Wastewater Treatment; Environmental Analysis; Gasification Technologies; High Moisture Contents; Life Cycle Assessment; Oilfield Wastewaters; Optimization Strategy; Performance Assessment; Supercritical Water Gasification; System Efficiency; Thermo Dynamic Analysis; Life Cycle","Carbon capture; Emulsification; Gasification; Greenhouse gases; Hydrogen production; Oil well flooding; Sensitivity analysis; Thermoanalysis; Waste heat; Waste heat utilization; Wastewater treatment; Environmental analysis; Gasification technologies; High moisture contents; Life cycle assessment; Oilfield wastewaters; Optimization strategy; Performance assessment; Supercritical water gasification; System efficiency; Thermo dynamic analysis; Life cycle","Article","Final","","Scopus","2-s2.0-85178559820"
"Q., Yuan, Qiong; J., Yin, Jia; L., Li, Ling; B., Bao, Benkai; X., Zhang, Xinyi; M., Li, Meiqi; Y., Tang, Yanli","Yuan, Qiong (57215687691); Yin, Jia (58722618100); Li, Ling (57756404500); Bao, Benkai (57312175000); Zhang, Xinyi (58723140600); Li, Meiqi (57312615300); Tang, Yanli (54411369600)","57215687691; 58722618100; 57756404500; 57312175000; 58723140600; 57312615300; 54411369600","Conjugated Polymer Composite Nanoparticles Augmenting Photosynthesis-Based Light-Triggered Hydrogel Promotes Chronic Wound Healing","2024","Advanced Science","11","3","2304048","","","0","22","10.1002/advs.202304048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177812708&doi=10.1002%2Fadvs.202304048&partnerID=40&md5=99af562c88262df9d11597d1abc528fd","Diabetic chronic wounds are characterized by local hypoxia, impaired angiogenesis, and bacterial infection. In situ, self-supply of dissolved oxygen combined with the elimination of bacteria is urgent and challenging for chronic nonhealing wound treatment. Herein, an oxygen-generating system named HA-L-NB/PFE@cp involving biological photosynthetic chloroplasts (cp)/conjugated polymer composite nanoparticles (PFE-1-NPs@cp) and light-triggered hyaluronic acid-based (HA-L-NB) hydrogel for promoting diabetic wound healing is introduced. Briefly, conjugated polymer nanoparticles (PFE-1-NPs) possess unique light harvesting ability, which accelerates the electron transport rates in photosystem II (PS II) by energy transfer, elevating photosynthesis beyond natural chloroplasts. The enhanced release of oxygen can greatly relieve hypoxia, promote cell migration, and favor antibacterial photodynamic therapy. Additionally, the injectable hydrogel precursors are employed as a carrier to deliver PFE-1-NPs@cp into the wound. Under light irradiation, they quickly form a gel by S-nitrosylation coupling reaction and in situ anchor on tissues through amine-aldehyde condensation. Both in vitro and in vivo assays demonstrate that the oxygen-generating system can simultaneously relieve wound hypoxia, eliminate bacteria, and promote cell migration, leading to the acceleration of wound healing. This study provides a facile approach to develop an enhanced oxygen self-sufficient system for promoting hypoxic tissue, especially diabetic wound healing. © 2024 Elsevier B.V., All rights reserved.","Conjugated Polymer Nanoparticles; Hypoxia; Light-triggered Hydrogel; Photosynthesis; Wound Healing; Hyaluronic Acid; Oxygen; Hyaluronic Acid; Hydrogels; Oxygen; Composite Materials; Dissolved Oxygen; Electron Transport Properties; Energy Transfer; Hyaluronic Acid; Hydrogels; Nanoparticles; Oxygen Supply; Photodynamic Therapy; Photosynthesis; Tissue; Chronic Wounds; Composite Nanoparticles; Conjugated Polymer Nanoparticle; Diabetic Wounds; Generating System; Hypoxia; Light-triggered Hydrogel; Polymer Composite; Polymer Nanoparticles; Wound Healing; Bacteria; Hyaluronic Acid; Hydrogel; Oxygen; Diabetes Mellitus; Human; Hypoxia; Photosynthesis; Diabetes Mellitus; Humans; Hyaluronic Acid; Oxygen","Composite materials; Dissolved oxygen; Electron transport properties; Energy transfer; Hyaluronic acid; Hydrogels; Nanoparticles; Oxygen supply; Photodynamic therapy; Photosynthesis; Tissue; Chronic wounds; Composite nanoparticles; Conjugated polymer nanoparticle; Diabetic wounds; Generating system; Hypoxia; Light-triggered hydrogel; Polymer composite; Polymer nanoparticles; Wound healing; Bacteria; hyaluronic acid; hydrogel; oxygen; diabetes mellitus; human; hypoxia; photosynthesis; Diabetes Mellitus; Humans; Hyaluronic Acid; Oxygen","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85177812708"
"S., Dash, Suvankar; S., Dewangan, Shashank; B.S., Prasad Mishra, Bhabani Shankar; R., Biswas, Rahul; S., Mishra, Subhashree; S.S., Mishra, Saahen Sriyan","Dash, Suvankar (59673479100); Dewangan, Shashank (59673633400); Prasad Mishra, Bhabani Shankar (37048783800); Biswas, Rahul (59184710500); Mishra, Subhashree (56693542700); Mishra, Saahen Sriyan (59673020400)","59673479100; 59673633400; 37048783800; 59184710500; 56693542700; 59673020400","Optimizing Urban Mobility: A Comprehensive Approach to Dynamic Traffic Flow Management","2024","Proceedings - International Conference on Computational Intelligence and Networks","","","","","","0","0","10.1109/CINE63708.2024.10881135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000201840&doi=10.1109%2FCINE63708.2024.10881135&partnerID=40&md5=6edbe4ba7045fd7ce6e71fe2cc0b2db3","This study describes a novel dynamic traffic flow management system built for urban intersections to improve vehicle navigation and control. Using YOLOv8 for real-time vehicle recognition and categorization, the system efficiently prioritises emergency vehicles. Integration with the Easy-OCR Object Detection model makes number plate detection easier, and subsequent verification against the National Informatics Centre (NIC) database ensures conformity to emergency requirements. Advanced routing algorithms (A*, Dijkstra's, and BFS) are used to optimise network flows and reduce congestion globally, regardless of external mapping services such as Google Maps. This self-sufficient system demonstrates a scalable and secure solution to current traffic management. © 2025 Elsevier B.V., All rights reserved.","A; Cnn; Dijkstra; Easyocr; Iot; Path-finding; V2v/v2i; Yolov8; Advanced Traffic Management Systems; Advanced Vehicle Control Systems; Air Traffic Control; Emergency Traffic Control; Highway Administration; Image Segmentation; Intelligent Systems; Satellites; Traffic Congestion; Urban Transportation; A; Dijkstra; Dynamic Traffic Flow; Easyocr; Iot; Path Finding; Traffic Flow Management; Urban Mobility; V2v/v2i; Yolov8; Emergency Vehicles","Advanced traffic management systems; Advanced vehicle control systems; Air traffic control; Emergency traffic control; Highway administration; Image segmentation; Intelligent systems; Satellites; Traffic congestion; Urban transportation; A; Dijkstra; Dynamic traffic flow; EasyOCR; IoT; Path finding; Traffic flow management; Urban mobility; V2V/V2I; YOLOv8; Emergency vehicles","Conference paper","Final","","Scopus","2-s2.0-86000201840"
"W., Wang, Weiyi; K., Yan, Ke; X., Tian, Xinle; L., Jiang, Leyuan; Z., Zhu, Zhelun","Wang, Weiyi (59590044500); Yan, Ke (59589209500); Tian, Xinle (59587569600); Jiang, Leyuan (59589209600); Zhu, Zhelun (57453958100)","59590044500; 59589209500; 59587569600; 59589209600; 57453958100","Modular Lunar Settlement Concept Design for Long-term Habitation Located in Lava Tube","2024","Proceedings of the International Astronautical Congress, IAC","","","","564","573","0","0","10.52202/078382-0056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218453222&doi=10.52202%2F078382-0056&partnerID=40&md5=8a1fe498ed43067b4773fc31c8feee49","""Space Architecture Workshop, Moon Village Edition""was held at the Department of Architecture at Xi'an Jiaotong-Liverpool University in December 2023. This paper presents one of the projects proposed by a team of 3 students, which aims to design a sustainable and expandable lunar settlement for long-term human staying. The design strategy consists of placing most of the settlement in a lava tube to gain natural protection, using prefabricated and inflatable fan-shaped modular units to promote transportation efficiency and utilisation flexibility. The proposed Moon Village has a sustainable self-sufficient system, and the internal functional layout is arranged based on the astronauts' daily schedule. The Moon Village will initially expand from surface to underground, where the water resource may be located. In the future, it can be extended horizontally along the lava tubes and developed into a lunar underground city. © 2025 Elsevier B.V., All rights reserved.","Expandable Modules; Lava Tube Settlement; Modular Units; Moon Village; Sustainable Development; Design For Manufacturability; Concept Designs; Design Strategies; Expandable Module; Lava Tube Settlement; Liverpool University; Modular Units; Modulars; Moon Village; Space Architecture; Transportation Efficiency; Manned Space Flight","Design for manufacturability; Concept designs; Design strategies; Expandable module; Lava tube settlement; Liverpool University; Modular units; Modulars; Moon village; Space architecture; Transportation efficiency; Manned space flight","Conference paper","Final","","Scopus","2-s2.0-85218453222"
"K., Sredenšek, Klemen; E., Bahcic, Eva; E., Simonič, Eva; S., Seme, Sebastijan","Sredenšek, Klemen (57195300008); Bahcic, Eva (59483339200); Simonič, Eva (59334271300); Seme, Sebastijan (24315209900)","57195300008; 59483339200; 59334271300; 24315209900","Technical and Economic Analysis of Investment in a Self-Sufficient System Based on the New Network Tariff Model","2024","","","","","197","201","0","0","10.1109/SST61991.2024.10755362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212874457&doi=10.1109%2FSST61991.2024.10755362&partnerID=40&md5=472deb4f27f1d7a5e3ee65a3215e4c1e","The paper presents a technical and economic analysis of investment in a self-sufficient system for a household consumer under the new network tariff model and electricity billing system in Slovenia. The paper compares the current system with the new system, as well as the scenarios of electricity production and consumption when the household consumer uses a photovoltaic system, a battery, or neither. The results indicate significantly lower electricity costs under the current system and a small difference in costs when a battery is added to the photovoltaic system under the new system. © 2024 Elsevier B.V., All rights reserved.","Battery; Current And New System; Electrical Energy; Photovoltaic Systems; Tariff Model; 'current; Battery; Current And New System; Current System; Economics Analysis; Electrical Energy; Electricity Billing System; Photovoltaic Systems; Tariff Model; Technical Analysis","'current; Battery; Current and new system; Current system; Economics analysis; Electrical energy; Electricity billing system; Photovoltaic systems; Tariff model; Technical analysis","Conference paper","Final","","Scopus","2-s2.0-85212874457"
"S., Chakraborty, Subhadip; B.P., Singh, Bhim P.; B.K., Panigrahi, Bijaya Ketan","Chakraborty, Subhadip (57456968100); Singh, Bhim P. (57226437448); Panigrahi, Bijaya Ketan (25637555100)","57456968100; 57226437448; 25637555100","Design and Implementation of an Adaptive Control for Seamless Operation of Multiple Rooftop Solar PV Systems for Remote Zones with Local Grid Support","2024","","","","","","","0","0","10.1109/TENSYMP61132.2024.10752161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211935861&doi=10.1109%2FTENSYMP61132.2024.10752161&partnerID=40&md5=46ffd96b01db04a57c3e5f41a0932a33","In remote areas, access to reliable grid power is limited. In such areas, an integration of multiple rooftop solar photovoltaic systems (SPVSs) with a central battery forming local grid, enables collaborative power sharing for self-sufficient system operation utilizing battery power leveling features. However, challenges arise in ensuring seamless operation and maintaining power quality when connecting these systems to local grid. Ensuring voltage quality and injected current quality by each SPVS is necessary for sensitive connected loads and for reduced system line losses. Satisfying improved grid current quality requirements is necessary to make system operation aligned to the IEEE 1547-2018 standard. To resolve these challenges, this research proposes a multisource rooftop SPVS configuration connected to a battery supported local grid with seamless mode transition features to synchronize with grid depending on its availability. Control ensures stable system operation by providing backup power during periods of low solar generation or grid outages. Effectiveness of presented control is validated through simulation studies during several extreme test cases. © 2024 Elsevier B.V., All rights reserved.","Battery; Multiple Rooftop Spv Systems; Mvss-lms; Power Quality; Solar Energy; Synchronization; Adaptive Control Systems; Battery Management Systems; Electric Power System Control; Failure Analysis; Outages; Solar Concentrators; Structural Analysis; Structural Dynamics; Battery; Current Quality; Design And Implementations; Energy; Local Grids; Multiple Rooftop Spv System; Mvss-lms; Power; Solar Photovoltaic System; Systems Operation; Solar Power Generation","Adaptive control systems; Battery management systems; Electric power system control; Failure analysis; Outages; Solar concentrators; Structural analysis; Structural dynamics; Battery; Current quality; Design and implementations; Energy; Local grids; Multiple rooftop SPV system; MVSS-LMS; Power; Solar photovoltaic system; Systems operation; Solar power generation","Conference paper","Final","","Scopus","2-s2.0-85211935861"
"R., Thangamani, R.; R.K., Suguna, R. K.; G.K., Kamalam, G. K.","Thangamani, R. (58908950800); Suguna, R. K. (59150055000); Kamalam, G. K. (55027468100)","58908950800; 59150055000; 55027468100","Drones and Autonomous Robotics Incorporating Computational Intelligence","2024","","","","","243","296","0","6","10.1002/9781394175437.ch8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207566047&doi=10.1002%2F9781394175437.ch8&partnerID=40&md5=32ca2eecc1f7bc8b9b0b25d32fad0e79","Computational intelligence (CI) has emerged as a powerful paradigm in the field of autonomous robotics and drones, enabling the development of intelligent, adaptive, and self- learning systems. This chapter explores the application of CI techniques in autonomous robotics and drones, focusing on the utilization of artificial intelligence, machine learning, and swarm intelligence algorithms to enhance navigation, perception, decision-making, and collaboration capabilities. The journey starts with an introduction to autonomous robotics and drones, outlining the challenges and opportunities in developing self-sufficient systems. It then delves into the fundamentals of CI, explaining the concepts of artificial intelligence, machine learning, and swarm intelligence, and their significance in autonomous systems. The core aspects of autonomous robotics and drones are addressed, including navigation and path planning, object detection and recognition, and adaptive control. It highlights the use of CI algorithms for intelligent decision-making, real-time object detection using deep learning, and cooperative navigation with swarm robotics. Furthermore, the abstract explores the emerging field of autonomous drone delivery systems, discussing the challenges and regulatory considerations involved in implementing efficient and safe drone delivery services. © 2024 Elsevier B.V., All rights reserved.","Autonomous Systems; Computational Intelligence; Considerations; Robotics And Drones","","Book chapter","Final","","Scopus","2-s2.0-85207566047"
