"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"T.H.W., Bäck, Thomas H.W.; A.V., Kononova, Anna V.; B.V., Stein, Bas V.; H., Wang, Hao; K.A., Antonov, Kirill A.; R.T., Kalkreuth, Roman T.; J., de Nobel, Jacob; D., Vermetten, Diederick; R., de Winter, Roy; F., Ye, Furong","Bäck, Thomas H.W. (57203312747); Kononova, Anna V. (8729046100); Stein, Bas V. (59157751400); Wang, Hao (56313894000); Antonov, Kirill A. (57215342578); Kalkreuth, Roman T. (57189056528); de Nobel, Jacob (57216823083); Vermetten, Diederick (57215352095); de Winter, Roy (57204217200); Ye, Furong (57203130017)","57203312747; 8729046100; 59157751400; 56313894000; 57215342578; 57189056528; 57216823083; 57215352095; 57204217200; 57203130017","Evolutionary Algorithms for Parameter Optimization—Thirty Years Later","2023","Evolutionary Computation","31","2","","81","122","0","42","10.1162/evco_a_00325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163921872&doi=10.1162%2Fevco_a_00325&partnerID=40&md5=342c857f851c0c41eff3cbdb62fe352c","Thirty years, 1993-2023, is a huge time frame in science. We address some major developments in the field of evolutionary algorithms, with applications in parameter optimization, over these 30 years. These include the covariance matrix adaptation evolution strategy and some fast-growing fields such as multimodal optimization, surrogate-assisted optimization, multiobjective optimization, and automated algorithm design. Moreover, we also discuss particle swarm optimization and differential evolution, which did not exist 30 years ago, either. One of the key arguments made in the paper is that we need fewer algorithms, not more, which, however, is the current trend through continuously claiming paradigms from nature that are suggested to be useful as new optimization algorithms. Moreover, we argue that we need proper benchmarking procedures to sort out whether a newly proposed algorithm is useful or not. We also briefly discuss automated algorithm design approaches, including configurable algorithm design frameworks, as the proposed next step toward designing optimization algorithms automatically, rather than by hand. © 2023 Elsevier B.V., All rights reserved.","Evolutionary Algorithms; Evolutionary Computation; Natural Computing; Parameter Optimization; Covariance Matrix; Parameter Estimation; Particle Swarm Optimization (pso); Automated Algorithm Designs; Covariance Matrix Adaptation Evolution Strategies; Multi-modal Optimization; Multi-objectives Optimization; Natural Computing; Optimization Algorithms; Parameter Optimization; Particle Swarm; Surrogate-assisted Optimizations; Time Frame; Multiobjective Optimization; Algorithm; Algorithms","Covariance matrix; Parameter estimation; Particle swarm optimization (PSO); Automated algorithm designs; Covariance matrix adaptation evolution strategies; Multi-modal optimization; Multi-objectives optimization; Natural Computing; Optimization algorithms; Parameter optimization; Particle swarm; Surrogate-assisted optimizations; Time frame; Multiobjective optimization; algorithm; Algorithms","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85163921872"
"W., Yi, Wenjie; R., Qu, Rong; L., Jiao, Licheng","Yi, Wenjie (57190272285); Qu, Rong (13405934600); Jiao, Licheng (7102491544)","57190272285; 13405934600; 7102491544","Automated algorithm design using proximal policy optimisation with identified features","2023","Expert Systems with Applications","216","","119461","","","0","17","10.1016/j.eswa.2022.119461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145966214&doi=10.1016%2Fj.eswa.2022.119461&partnerID=40&md5=47e0577490e79f5ededd90f749b9084b","Automated algorithm design is attracting considerable recent research attention in solving complex combinatorial optimisation problems, due to that most metaheuristics may be particularly effective at certain problems or certain instances of the same problem but perform poorly at others. Within a general algorithm design framework, this study investigates reinforcement learning on the automated design of metaheuristic algorithms. Two groups of features, namely search-dependent and instance-dependent features, are firstly identified to represent the search space of algorithm design to support effective reinforcement learning on the new task of algorithm design. With these key features, a state-of-the-art reinforcement learning technique, namely proximal policy optimisation, is employed to automatically combine the basic algorithmic components within the general framework to develop effective metaheuristics. Patterns of the best designed algorithm, in particular the utilisation and transition of algorithmic components, are investigated. Experimental results on the capacitated vehicle routing problem with time windows benchmark dataset demonstrate the effectiveness of the identified features in assisting automated algorithm design with the proposed reinforcement learning model. © 2023 Elsevier B.V., All rights reserved.","Automated Algorithm Design; Feature Identification; Reinforcement Learning; Search Pattern; Vehicle Routing Problem; Automation; Combinatorial Optimization; Heuristic Algorithms; Learning Algorithms; Learning Systems; Routing Algorithms; Vehicle Routing; Algorithm Design; Algorithmics; Automated Algorithm Designs; Features Identification; Metaheuristic; Policy Optimization; Recent Researches; Reinforcement Learnings; Search Patterns; Vehicle Routing Problems; Reinforcement Learning","Automation; Combinatorial optimization; Heuristic algorithms; Learning algorithms; Learning systems; Routing algorithms; Vehicle routing; Algorithm design; Algorithmics; Automated algorithm designs; Features identification; Metaheuristic; Policy optimization; Recent researches; Reinforcement learnings; Search patterns; Vehicle Routing Problems; Reinforcement learning","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85145966214"
"H., Gholami, Hadi; H., Sun, Hongyang","Gholami, Hadi (57218441403); Sun, Hongyang (24468812700)","57218441403; 24468812700","Toward automated algorithm configuration for distributed hybrid flow shop scheduling with multiprocessor tasks","2023","Knowledge-Based Systems","264","","110309","","","0","39","10.1016/j.knosys.2023.110309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147193306&doi=10.1016%2Fj.knosys.2023.110309&partnerID=40&md5=35362eebd9ac441696f73a72f99410b3","Due to the large volume of requests and the need to speed up the provision of services, production companies are migrating from a single service center to distributed centers. To support this migration, it is necessary to make intelligence decisions that benefit from automatic design of search algorithms. Considering these, this paper addresses the distributed hybrid flow shop scheduling problem with multiprocessor tasks (DHFSP-MT) as an extension of the hybrid flow shop scheduling problem with multiprocessor tasks (HFSP-MT) to minimize the maximum completion time among distributed factories. To provide effective decision support, we apply a novel framework called conditional markov chain search (CMCS) to automate the generation of heuristics, which is presented for the first time in the distributed shop scheduling problem to the best of our knowledge. We express the HFSP-MT as a markov decision process (MDP) and solve it through a hybrid Q-learning-local search algorithm. By using the characteristics of the problem under study, we introduce two new concepts, weight and impact, which are used to develop an initial construction algorithm and two local search methods. To balance jobs between factories at runtime, we propose a load balancing method, which transfers selected jobs from certain source factories to destination factories. We compare the proposed CMCS with two state-of-the-art metaheuristic algorithms from the literature using publicly available benchmark instances. The computational results show that the proposed CMCS provides better performance than that of the existing algorithms on solving the considered DHFSP-MT. © 2023 Elsevier B.V., All rights reserved.","Automated Algorithm Design; Conditional Markov Chain Search; Distributed Hybrid Flow Shop Scheduling; Multiprocessor Tasks; Q-learning Algorithm; Benchmarking; Decision Support Systems; Job Shop Scheduling; Local Search (optimization); Machine Shop Practice; Markov Processes; Multiprocessing Systems; Reinforcement Learning; Algorithm Configurations; Automated Algorithm Designs; Automated Algorithms; Conditional Markov Chain Search; Distributed Hybrid Flow Shop Scheduling; Flow Shop Scheduling Problem; Hybrid Flow Shop Scheduling; Large Volumes; Multiprocessor Tasks; Q-learning Algorithms; Learning Algorithms","Benchmarking; Decision support systems; Job shop scheduling; Local search (optimization); Machine shop practice; Markov processes; Multiprocessing systems; Reinforcement learning; Algorithm configurations; Automated algorithm designs; Automated algorithms; Conditional markov chain search; Distributed hybrid flow shop scheduling; Flow shop scheduling problem; Hybrid flow shop scheduling; Large volumes; Multiprocessor tasks; Q-learning algorithms; Learning algorithms","Article","Final","","Scopus","2-s2.0-85147193306"
"L., Xie, Lindong; G., Li, Genghui; Z., Wang, Zhengkun; L., Cui, Laizhong; M., Gong, Maoguo","Xie, Lindong (58157592500); Li, Genghui (56949285900); Wang, Zhengkun (56403891000); Cui, Laizhong (35736733600); Gong, Maoguo (8933846400)","58157592500; 56949285900; 56403891000; 35736733600; 8933846400","Surrogate-Assisted Evolutionary Algorithm with Model and Infill Criterion Auto-Configuration","2023","IEEE Transactions on Evolutionary Computation","","","","1","1","0","26","10.1109/TEVC.2023.3291614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164389199&doi=10.1109%2FTEVC.2023.3291614&partnerID=40&md5=b25b9389d8f01a7c902ba1ecfe6e5df5","Surrogate-assisted evolutionary algorithms (SAEAs) have proven to be effective in solving computationally expensive optimization problems (EOPs). However, the performance of SAEAs heavily relies on the surrogate model and infill criterion used. To improve the generalization of SAEAs and enable them to solve a wide range of EOPs, this paper proposes an SAEA called AutoSAEA, which features model and infill criterion auto-configuration. Specifically, AutoSAEA formulates model and infill criterion selection as a two-level multi-armed bandit problem (TL-MAB). The first and second levels cooperate in selecting the surrogate model and infill criterion, respectively. A two-level reward (TL-R) measures the value of the surrogate model and infill criterion, while a two-level upper confidence bound (TL-UCB) selects the model and infill criterion in an online manner. Numerous experiments validate the superiority of AutoSAEA over some state-of-the-art SAEAs on complex benchmark problems and a real-world oil reservoir production optimization problem. © 2023 Elsevier B.V., All rights reserved.","Adaptation Models; Auto Algorithm Design; Computational Modeling; Evolutionary Computation; Expensive Optimization; Iron; Optimization; Predictive Models; Surrogate-assisted Evolutionary Algorithm; Two-level Multi-armed Bandit; Uncertainty; Iron; Optimization; Petroleum Reservoir Engineering; Petroleum Reservoirs; Adaptation Models; Algorithm Design; Auto Algorithm Design; Computational Modelling; Expensive Optimization; Multiarmed Bandits (mabs); Optimisations; Predictive Models; Surrogate-assisted Evolutionary Algorithm; Two-level Multi-armed Bandit; Uncertainty; Evolutionary Algorithms","Iron; Optimization; Petroleum reservoir engineering; Petroleum reservoirs; Adaptation models; Algorithm design; Auto algorithm design; Computational modelling; Expensive optimization; Multiarmed bandits (MABs); Optimisations; Predictive models; Surrogate-assisted evolutionary algorithm; Two-level multi-armed bandit; Uncertainty; Evolutionary algorithms","Article","aip","","Scopus","2-s2.0-85164389199"
"B., Zhang, Biao; L., Meng, Leilei; H., Sang, Hongyan; C., Lu, Chao","Zhang, Biao (56303891700); Meng, Leilei (57192211382); Sang, Hongyan (35220409500); Lu, Chao (55733538100)","56303891700; 57192211382; 35220409500; 55733538100","Automatic algorithm design for multi-objective hybrid flowshop scheduling problem with variable sublots; 多目标变分批混合流水车间调度算法自动设计","2022","Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS","28","11","","3403","3420","0","2","10.13196/j.cims.2022.11.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151413147&doi=10.13196%2Fj.cims.2022.11.007&partnerID=40&md5=80d99fef7c1b5c99b4d0a3d538a385b6","With the consideration of setup and transportation operations,the multi-objective hybrid flowshop scheduling problem with variable sublots was studied,which was aimed to simultaneously optimize two conflicting objectives ：the makespan and the total number of sublots. A multi-objective mixed integer programming model was developed and the trade-off between the two objectives was evaluated. Since the problem belongs to Non-deterministic Polynomial (NP) problems,the Multi-objective Evolutionary Algorithm (MOEA) was suggested to solve it. To e-liminate the biases of previous experience for configuring MOEA, an Automated Algorithm Design (AAD) methodology was introduced to conceive a promising MOEA based on MOEA framework,which was enabled designing the MOEA by determining parameters and their combinations automatically with minimal user intervention. Considering the variable sublots,a dynamic decoding strategy was proposed. With regards to the problem-specific characteristics and the employed algorithm framework,for the categorical and numerical parameters,reasonable value ranges were given. For the AAD methodology,the I/F-Race was employed. Compared with CPLEX,the automated MOEA was demonstrated much more effective. © 2023 Elsevier B.V., All rights reserved.","Automatic Algorithm Design; Hybrid Flowshop Scheduling; Multi-objective Evolutionary Algorithm; Variable Sublots; Economic And Social Effects; Evolutionary Algorithms; Parameter Estimation; Scheduling Algorithms; Algorithm Design; Automated Algorithm Designs; Automatic Algorithm Design; Automatic Algorithms; Flow Shop Scheduling Problem; Flowshop Scheduling Problems; Hybrid Flow Shop Scheduling; Multi Objective; Multi-objective Evolutionary Algorithm; Variables Sublots; Integer Programming","Economic and social effects; Evolutionary algorithms; Parameter estimation; Scheduling algorithms; Algorithm design; Automated algorithm designs; Automatic algorithm design; Automatic algorithms; Flow shop scheduling problem; Flowshop scheduling problems; Hybrid flow shop scheduling; Multi objective; Multi-Objective Evolutionary Algorithm; Variables sublots; Integer programming","Article","Final","","Scopus","2-s2.0-85151413147"
"M.T., Indu, M. T.; S.V., Velaytham, Shunmuga Velayutham","Indu, M. T. (57750213900); Velaytham, Shunmuga Velayutham (57749810300)","57750213900; 57749810300","A meta-evolutionary selection of constituents in ensemble differential evolution algorithm","2022","Expert Systems with Applications","205","","117667","","","0","7","10.1016/j.eswa.2022.117667","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132242075&doi=10.1016%2Fj.eswa.2022.117667&partnerID=40&md5=728aa453d9239f35af13fe51ab358d72","A Meta-evolutionary Selection of Constituents in Ensemble DE (MeSCEDE) framework is proposed in this paper to automate the design of high-level multi-population ensemble Differential Evolution (DE) algorithms. The automated design of high-level multi-population ensemble DE algorithms involves both automated selection of constituent DE algorithms for the ensemble and automated configuration of ensemble related parameters. Grammatical Evolution has been used as the meta-evolutionary algorithm in MeSCEDE to search the space of design choices so as to evolve effective ensemble design(s) for given problem(s). The simulation experiments carried out in this paper involve applying MeSCEDE to evolve ensemble DE designs for solving 30-dimensional CEC’17 benchmark functions. The effectiveness of the evolved designs are validated on 30 and 50-dimensional CEC’14 functions as well as on 22 real-world problem instances from CEC’11 benchmark suite. The MeSCEDE evolved designs have exhibited a competitive performance against state-of-the-art ensemble DE algorithms. In addition, the potential of MeSCEDE has been demonstrated against irace, a state-of-the-art algorithm configurator. All simulation experiments reiterate the potential of MeSCEDE towards evolving effective and robust ensemble DE designs. © 2022 Elsevier B.V., All rights reserved.","Automated Algorithm Design; Ensemble Differential Evolution; Grammatical Evolution; Meta Evolutionary Approach; Parameter Tuning; Automation; Computational Grammars; Optimization; Parameter Estimation; Automated Algorithm Designs; Differential Evolution Algorithms; Ensemble Differential Evolutions; Evolutionary Approach; Evolutionary Selection; Grammatical Evolution; Meta Evolutionary Approach; Meta-evolutionary; Multi Population; Parameters Tuning; Evolutionary Algorithms","Automation; Computational grammars; Optimization; Parameter estimation; Automated algorithm designs; Differential evolution algorithms; Ensemble differential evolutions; Evolutionary approach; Evolutionary selection; Grammatical evolution; Meta evolutionary approach; Meta-evolutionary; Multi population; Parameters tuning; Evolutionary algorithms","Article","Final","","Scopus","2-s2.0-85132242075"
"B., Zhang, Biao; Q., Pan, Quanke; L., Meng, Leilei; C., Lu, Chao; J., Mou, Jianhui; J., Li, Junqing","Zhang, Biao (56303891700); Pan, Quanke (15074237600); Meng, Leilei (57192211382); Lu, Chao (55733538100); Mou, Jianhui (35424179400); Li, Junqing (55720647100)","56303891700; 15074237600; 57192211382; 55733538100; 35424179400; 55720647100","An automatic multi-objective evolutionary algorithm for the hybrid flowshop scheduling problem with consistent sublots","2022","Knowledge-Based Systems","238","","107819","","","0","75","10.1016/j.knosys.2021.107819","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121600663&doi=10.1016%2Fj.knosys.2021.107819&partnerID=40&md5=1900bcf6423de2a3a44dcdbb4a405d2d","Lot streaming is the most widely used technique to facilitate overlapping of successive operations. Inspired by real-world scenarios, this paper studies a multi-objective hybrid flowshop scheduling problem with consistent sublots, aiming to simultaneously optimize two conflicting objectives: the makespan and total number of sublots. Considering the setup and transportation operations, a multi-objective mixed integer programming model is developed and the trade-off between the two objectives is evaluated. Because of the NP-hard property of the addressed problem, metaheuristics are suggested. It is well known that the performance of metaheuristics is highly dependent on the setting of algorithmic parameters, referred to as numerical and categorical parameters. However, the traditional design process might be biased by previous experience. To eliminate these issues, an automated algorithm design (AAD) methodology is introduced to conceive a multi-objective evolutionary algorithm (MOEA) in a promising framework. The AAD enables designing the algorithm by automatically determining parameters and their combinations with minimal user intervention. With regard to the problem-specific characteristics and the employed algorithm framework, for the categorical parameters, including decomposition, solution encoding and decoding, solution initialization and neighborhood structures, several operators are designed specifically. Along with the numerical parameters, these categorical parameters are determined and combined using the designed iterated racing procedure. Comprehensive computational results demonstrate that the automated MOEA outperforms other state-of-the-art MOEAs for the addressed problem. © 2021 Elsevier B.V., All rights reserved.","Automatic Algorithm Design; Consistent Sublots; Hybrid Flowshop Scheduling; Lot Streaming; Multi-objective Evolutionary Algorithm; Design; Economic And Social Effects; Integer Programming; Parameter Estimation; Scheduling; Stream Flow; Algorithm Design; Automatic Algorithm Design; Automatic Algorithms; Consistent Sublot; Flow Shop Scheduling Problem; Flowshop Scheduling Problems; Hybrid Flow Shop Scheduling; Lot-streaming; Multi Objective; Multi-objective Evolutionary Algorithm; Heuristic Algorithms","Design; Economic and social effects; Integer programming; Parameter estimation; Scheduling; Stream flow; Algorithm design; Automatic algorithm design; Automatic algorithms; Consistent sublot; Flow shop scheduling problem; Flowshop scheduling problems; Hybrid flow shop scheduling; Lot-streaming; Multi objective; Multi-Objective Evolutionary Algorithm; Heuristic algorithms","Article","Final","","Scopus","2-s2.0-85121600663"
"W., Meng, Weiyao; R., Qu, Rong","Meng, Weiyao (57226425251); Qu, Rong (13405934600)","57226425251; 13405934600","Automated design of search algorithms: Learning on algorithmic components","2021","Expert Systems with Applications","185","","115493","","","0","24","10.1016/j.eswa.2021.115493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111552777&doi=10.1016%2Fj.eswa.2021.115493&partnerID=40&md5=e58cb1231b10e1ac81664ea2a89389e6","This paper proposes AutoGCOP, a new general framework for automated design of local search algorithms. In a recently established General Combinatorial Optimisation Problem (GCOP) model, the problem of algorithm design itself is defined as a combinatorial optimisation problem. AutoGCOP defines a general framework to optimise the composition of elementary algorithmic components as decision variables in GCOP. By modelling various well-known local search meta-heuristics within a general framework, AutoGCOP supports automatic design of new novel algorithms which may be highly different from those manually designed in the literature. Within the consistent AutoGCOP framework, various elementary algorithmic components are analysed for solving the benchmark vehicle routing problem with time window constraints and different characteristics. Furthermore, two learning models based on reinforcement learning and Markov chain are investigated to learn and enhance the compositions of algorithmic components towards the automated design of search algorithms. The Markov chain model presents superior performance learning the compositions of algorithmic components during the search, demonstrating its effectiveness designing new algorithms automatically. © 2021 Elsevier B.V., All rights reserved.","Automated Algorithm Design; Markov Chain; Reinforcement Learning; Search Algorithms; Automation; Combinatorial Optimization; Local Search (optimization); Markov Processes; Reinforcement Learning; Vehicle Routing; Algorithm Design; Algorithm Learning; Algorithmics; Automated Algorithm Designs; Automated Design; Combinatorial Optimization Problems; Local Search Algorithm; Problem Models; Reinforcement Learnings; Search Algorithms; Learning Algorithms","Automation; Combinatorial optimization; Local search (optimization); Markov processes; Reinforcement learning; Vehicle routing; Algorithm design; Algorithm learning; Algorithmics; Automated algorithm designs; Automated design; Combinatorial optimization problems; Local search algorithm; Problem models; Reinforcement learnings; Search Algorithms; Learning algorithms","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85111552777"
"J., Dréo, Johann; A., Liefooghe, Arnaud; S., Verel, Sébastien; M., Schoenauer, Marc; J.J., Merelo-Guervós, Juan Julián; A., Quemy, Alexandre; B., Bouvier, Benjamin; J., Gmys, Jan","Dréo, Johann (55882904600); Liefooghe, Arnaud (23091255000); Verel, Sébastien (6506732281); Schoenauer, Marc (57198279938); Merelo-Guervós, Juan Julián (7003814090); Quemy, Alexandre (56560057300); Bouvier, Benjamin (57224632231); Gmys, Jan (57189293796)","55882904600; 23091255000; 6506732281; 57198279938; 7003814090; 56560057300; 57224632231; 57189293796","Paradiseo: From a modular framework for evolutionary computation to the automated design of metaheuristics: 22 years of Paradiseo","2021","","","","","1522","1530","0","30","10.1145/3449726.3463276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111007907&doi=10.1145%2F3449726.3463276&partnerID=40&md5=30c6b9481515ceddd9512ee01b036294","The success of metaheuristic optimization methods has led to the development of a large variety of algorithm paradigms. However, no algorithm clearly dominates all its competitors on all problems. Instead, the underlying variety of landscapes of optimization problems calls for a variety of algorithms to solve them efficiently. It is thus of prior importance to have access to mature and flexible software frameworks which allow for an efficient exploration of the algorithm design space. Such frameworks should be flexible enough to accommodate any kind of metaheuristics, and open enough to connect with higher-level optimization, monitoring and evaluation softwares. This article summarizes the features of the Paradiseo framework, a comprehensive C++ free software which targets the development of modular metaheuristics. Paradiseo provides a highly modular architecture, a large set of components, speed of execution and automated algorithm design features, which are key to modern approaches to metaheuristics development. © 2021 Elsevier B.V., All rights reserved.","Automated Algorithm Design; Evolutionary Computation; Metaheuristics; Software Framework; C++ (programming Language); Calculations; Computer Software; Evolutionary Algorithms; Heuristic Algorithms; Optimization; Algorithm Design; Automated Algorithm Designs; Meta-heuristic Optimizations; Modular Architectures; Modular Framework; Monitoring And Evaluations; Optimization Problems; Software Frameworks; Heuristic Programming","C++ (programming language); Calculations; Computer software; Evolutionary algorithms; Heuristic algorithms; Optimization; Algorithm design; Automated algorithm designs; Meta-heuristic optimizations; Modular architectures; Modular framework; Monitoring and evaluations; Optimization problems; Software frameworks; Heuristic programming","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85111007907"
"A.M., Aziz-Alaoui, Amine M.; C., Doerr, Carola; J., Dréo, Johann","Aziz-Alaoui, Amine M. (57222181358); Doerr, Carola (55827803400); Dréo, Johann (55882904600)","57222181358; 55827803400; 55882904600","Towards large scale automated algorithm design by integrating modular benchmarking frameworks","2021","","","","","1365","1374","0","11","10.1145/3449726.3463155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109061514&doi=10.1145%2F3449726.3463155&partnerID=40&md5=371ade937426e7f811686092ca713025","We present a first proof-of-concept use-case that demonstrates the efficiency of interfacing the algorithm framework ParadisEO with the automated algorithm configuration tool irace and the experimental platform IOHprofiler. By combing these three tools, we obtain a powerful benchmarking environment that allows us to systematically analyze large classes of algorithms on complex benchmark problems. Key advantages of our pipeline are fast evaluation times, the possibility to generate rich data sets to support the analysis of the algorithms, and a standardized interface that can be used to benchmark very broad classes of sampling-based optimization heuristics. In addition to enabling systematic algorithm configuration studies, our approach paves a way for assessing the contribution of new ideas in interplay with already existing operators - -a promising avenue for our research domain, which at present may have a too strong focus on comparing entire algorithm instances. © 2021 Elsevier B.V., All rights reserved.","Benchmarking; Algorithm Configurations; Algorithm Framework; Automated Algorithm Designs; Automated Algorithms; Complex Benchmark; Experimental Platform; Sampling-based Optimization; Standardized Interfaces; Evolutionary Algorithms","Benchmarking; Algorithm configurations; Algorithm framework; Automated algorithm designs; Automated algorithms; Complex benchmark; Experimental platform; Sampling-based optimization; Standardized interfaces; Evolutionary algorithms","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85109061514"
"M.F., Balcan, Maria Florina; D.F., DeBlasio, Dan F.; T.B., Dick, Travis B.; C.L., Kingsford, Carl L.; T.W., Sandholm, Thomas W.; E., Vitercik, Ellen","Balcan, Maria Florina (8954993900); DeBlasio, Dan F. (35104548000); Dick, Travis B. (55921353200); Kingsford, Carl L. (35611336100); Sandholm, Thomas W. (57203083791); Vitercik, Ellen (56829527400)","8954993900; 35104548000; 55921353200; 35611336100; 57203083791; 56829527400","How much data is sufficient to learn high-performing algorithms? generalization guarantees for data-driven algorithm design","2021","Proceedings of the Annual ACM Symposium on Theory of Computing","","","","919","932","0","47","10.1145/3406325.3451036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108164557&doi=10.1145%2F3406325.3451036&partnerID=40&md5=5c25d9bb59adda5cc3876e45d2fafa39","Algorithms often have tunable parameters that impact performance metrics such as runtime and solution quality. For many algorithms used in practice, no parameter settings admit meaningful worst-case bounds, so the parameters are made available for the user to tune. Alternatively, parameters may be tuned implicitly within the proof of a worst-case guarantee. Worst-case instances, however, may be rare or nonexistent in practice. A growing body of research has demonstrated that data-driven algorithm design can lead to significant improvements in performance. This approach uses a training set of problem instances sampled from an unknown, application-specific distribution and returns a parameter setting with strong average performance on the training set. We provide a broadly applicable theory for deriving generalization guarantees that bound the difference between the algorithm's average performance over the training set and its expected performance on the unknown distribution. Our results apply no matter how the parameters are tuned, be it via an automated or manual approach. The challenge is that for many types of algorithms, performance is a volatile function of the parameters: slightly perturbing the parameters can cause a large change in behavior. Prior research (e.g., Gupta and Roughgarden, SICOMP'17; Balcan et al., COLT'17, ICML'18, EC'18) has proved generalization bounds by employing case-by-case analyses of greedy algorithms, clustering algorithms, integer programming algorithms, and selling mechanisms. We uncover a unifying structure which we use to prove extremely general guarantees, yet we recover the bounds from prior research. Our guarantees, which are tight up to logarithmic factors in the worst case, apply whenever an algorithm's performance is a piecewise-constant, -linear, or - more generally - piecewise-structured function of its parameters. Our theory also implies novel bounds for voting mechanisms and dynamic programming algorithms from computational biology. © 2021 Elsevier B.V., All rights reserved.","Automated Algorithm Configuration; Automated Algorithm Design; Computational Biology; Data-driven Algorithm Design; Machine Learning Theory; Mechanism Design; Behavioral Research; Computation Theory; Dynamic Programming; Integer Programming; Parameter Estimation; Algorithm's Performance; Application Specific; Computational Biology; Data-driven Algorithm; Dynamic Programming Algorithm; Generalization Bound; Piece-wise Constants; Worst-case Instances; Clustering Algorithms","Behavioral research; Computation theory; Dynamic programming; Integer programming; Parameter estimation; Algorithm's performance; Application specific; Computational biology; Data-driven algorithm; Dynamic programming algorithm; Generalization bound; Piece-wise constants; Worst-case instances; Clustering algorithms","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85108164557"
"A.Y., Doroshenko, Anatoliy Yu; V.M., Shymkovych, Volodymyr M.; O.A., Yatsenko, Olena A.; T., Mamedov, Tural","Doroshenko, Anatoliy Yu (26662433900); Shymkovych, Volodymyr M. (57200177429); Yatsenko, Olena A. (28667561500); Mamedov, Tural (57216180457)","26662433900; 57200177429; 28667561500; 57216180457","Automated Software Design for FPGAS on an Example of Developing a Genetic Algorithm","2021","CEUR Workshop Proceedings","3013","","","74","85","0","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121600945&partnerID=40&md5=419f41f2386e3f71a25ca7dea2a90fc0","The paper proposes the method and software tools for automated design and synthesis of parallel programs for field-programmable gate arrays (FPGAs) based on the algebra-algorithmic approach. The developed facilities provide the construction of parallel algorithm schemes by superposition of language constructs of Glushkov's system of algorithmic algebra. Based on schemes, the corresponding source code in VHDL is automatically generated, which is further executed on an FPGA. The flexibility of reconfigurable FPGA architecture is very attractive for the realization of computationally complex algorithms and allows synthesizing high-efficiency solutions that differ from other architectures by substantially less energy consumption at similar performance rates. The approach to the automated design of parallel programs for FPGA is illustrated with an example of developing a genetic algorithm utilized at the training of multilayer neural networks. The results of the experiment consisting in executing the generated program code on an FPGA are given. © 2021 Elsevier B.V., All rights reserved.","Algorithmic Algebra; Automated Algorithm Design; Fpga; Genetic Algorithm; Neural Network; Parallel Computation; Software Synthesis; Algebra; Automation; Computer Hardware Description Languages; Energy Utilization; Field Programmable Gate Arrays (fpga); Multilayer Neural Networks; Network Architecture; Reconfigurable Architectures; Software Design; Algorithm Schemes; Algorithmic Algebras; Algorithmic Approach; Automated Algorithm Designs; Automated Design; Automated Synthesis; Neural-networks; Parallel Computation; Parallel Program; Software Synthesis; Genetic Algorithms","Algebra; Automation; Computer hardware description languages; Energy utilization; Field programmable gate arrays (FPGA); Multilayer neural networks; Network architecture; Reconfigurable architectures; Software design; Algorithm schemes; Algorithmic algebras; Algorithmic approach; Automated algorithm designs; Automated design; Automated synthesis; Neural-networks; Parallel Computation; Parallel program; Software synthesis; Genetic algorithms","Conference paper","Final","","Scopus","2-s2.0-85121600945"
